pub_date,admiration,amusement,anger,annoyance,approval,caring,confusion,curiosity,desire,disappointment,disapproval,disgust,embarrassment,excitement,fear,gratitude,grief,joy,love,nervousness,optimism,pride,realization,relief,remorse,sadness,surprise,neutral
2020-03-18 14:11:05+00:00,0.11851758,8.19391e-06,4.8335663e-05,2.7089138e-05,4.0420633e-05,4.2797874e-05,9.0000525e-05,0.00036904964,1.34626835e-05,5.014352e-06,1.1793538e-05,3.0074294e-05,1.1691564e-05,0.0003494085,1.8775821e-05,0.8795786,1.6324062e-05,0.000109944274,0.00016921593,5.219196e-06,3.1880565e-05,0.0002948188,4.7801885e-05,5.1811265e-05,2.3982535e-05,9.746177e-06,7.644607e-05,5.808865e-07
2019-01-02 20:09:43+00:00,0.10324155,0.0015887073,0.0011172298,0.00082549156,0.0004188847,0.0013645471,0.023952588,0.32939008,0.0012101721,0.021633666,0.0027877633,0.0012634225,0.018013157,0.13313253,0.038182963,0.14818104,0.0040145894,0.009116151,0.004647987,0.07203393,0.00081330835,0.0021060023,0.032119118,0.002916584,0.001778105,0.0043813586,0.038772773,0.0009962905
2025-03-26 03:07:03+00:00,1.8910816e-06,4.3514626e-07,4.1353871e-07,7.22511e-07,1.8121775e-06,1.8281071e-06,1.2001134e-06,3.9912093e-06,2.7339863e-07,3.2911498e-07,4.0651207e-07,6.6515713e-07,2.5919073e-07,2.6519257e-07,3.8961826e-07,3.2544358e-07,2.6730257e-07,1.8503876e-07,2.6019998e-07,1.10371204e-07,7.449896e-07,3.4431238e-07,6.348663e-07,2.215881e-07,2.3667155e-07,3.3081392e-07,2.1845644e-07,0.99998116
2019-09-01 12:53:36+00:00,0.9777989,8.018764e-06,5.0968515e-06,2.5858149e-06,2.4669633e-05,1.2293543e-05,8.033406e-06,2.5504498e-06,4.523961e-06,8.686489e-06,7.312142e-06,4.5282472e-06,1.9028076e-06,2.2785849e-05,3.3570493e-06,5.161911e-06,2.3795512e-06,3.550141e-05,0.021928005,1.3386775e-06,2.9323473e-05,1.3222244e-05,4.843022e-05,6.17826e-07,8.16796e-07,8.7337785e-06,8.311218e-06,2.866763e-06
2025-01-31 08:15:19+00:00,3.145385e-05,0.9448308,0.0017345502,0.02723515,4.795485e-05,0.000105522355,0.00092011783,0.00025689602,3.450387e-05,0.00031911736,0.016417285,0.0030309006,7.9295925e-05,2.6901362e-05,9.205141e-05,1.4526016e-05,7.464723e-05,0.00035881996,0.0027760798,4.4497956e-05,0.0003886453,4.052839e-06,0.0003240577,9.490828e-06,3.382418e-05,0.0003816429,6.4538115e-05,0.0003625808
2020-12-14 15:24:02+00:00,5.797143e-05,3.6040343e-05,2.623269e-05,2.2923497e-05,2.6808028e-05,0.00022984079,4.571996e-05,7.1922455e-05,0.0001696059,1.1389827e-05,5.473163e-05,1.5595062e-05,3.4170083e-05,0.00016080998,2.6454629e-05,0.0031431846,2.5811585e-05,0.0011403386,4.1070394e-05,6.6705707e-06,0.99316335,5.9857404e-05,3.1707852e-05,0.0002506747,3.4775177e-05,9.496729e-06,2.8023449e-05,0.0010748126
2021-11-10 12:50:18+00:00,0.0070337458,0.0011415716,0.00021144889,6.909218e-05,0.00017015952,6.995437e-05,0.030950092,0.050518416,0.00012899579,4.759649e-05,0.0010190398,0.00011796198,8.1831524e-05,0.0006342856,0.0006361044,0.13267702,9.93491e-05,0.00045786178,0.76431495,5.2006693e-05,0.00025028316,6.569487e-05,0.0005773898,4.3307515e-05,0.00016497853,0.00011247544,0.00038036855,0.007973992
2025-02-16 19:09:09+00:00,0.040924728,0.5409806,0.0002404437,0.0005701725,5.1874926e-05,6.168671e-05,0.001107553,0.00010441992,2.6953785e-05,0.00012496332,0.0041073617,0.0062916637,0.00035447374,0.00015935276,0.0004737709,0.3985174,0.00018177106,0.00076683203,0.00014646913,5.2017596e-05,0.0001559822,0.00016346935,0.0021960167,0.00028821616,0.00037276343,0.00017656248,0.0009509111,0.0004515615
2020-03-12 20:12:25+00:00,0.00019588045,0.37136182,7.953381e-05,9.276832e-05,0.00043856964,0.00054773,0.011475875,0.016742807,0.00023548533,3.80236e-05,0.002252763,7.255738e-05,0.00013473739,0.00064668705,0.00014650312,0.50723124,0.00021242861,0.0056225215,0.0560893,9.3399394e-05,0.00033619552,5.2563526e-05,0.004126376,0.00027321387,0.00022413814,0.00015219771,0.00013600022,0.020988723
2021-01-21 13:41:47+00:00,0.00022144191,6.727866e-05,0.48833302,0.007567067,4.7177946e-05,2.9716362e-05,0.0018864602,0.00039495737,5.0850507e-05,0.0035385098,0.0002970293,0.0075596888,0.00019227822,3.3058335e-05,0.0002619138,1.1002219e-05,0.00021707869,2.423053e-05,0.00014338431,2.8413018e-05,9.70741e-05,5.743612e-05,0.00024191094,1.5744161e-05,0.00010112272,0.00037698596,0.00022352632,0.48798165
